PULocationID,hour,zone_hour_avg_fare,zone_hour_ride_count,zone_hour_fare_std
107,15,21.179701323251418,2645,11.277981263092606
107,16,22.333931818181817,2640,10.894017294057857
107,17,22.301741100323625,3090,9.671795013695615
107,18,21.83889885807504,3678,8.900751326416268
107,19,21.286395759717315,3396,8.293480014229312
107,20,21.343098283931358,3205,8.891933711121785
107,21,21.15706809583859,3172,8.781389503878302
107,22,20.996728723404257,3008,8.676868181560993
107,23,20.231920799407845,2702,9.038858801342144
108,0,36.625,4,14.566551868350084
108,1,36.38666666666667,3,31.09219569817052
108,2,39.292500000000004,4,21.0770987488
108,4,30.1625,4,21.92777595501498
108,5,46.64666666666667,3,11.512364367641137
108,6,48.232,15,26.700246975850774
108,7,42.906666666666666,21,16.869182058811663
108,8,32.223,20,18.064973116066643
108,9,42.60833333333333,6,30.31356027698935
108,10,34.56882352941176,17,17.241767920645835
108,11,39.86,8,23.674731556782522
108,12,32.49230769230769,13,17.393986582459156
108,13,33.10909090909091,11,17.794687664887775
108,14,24.85875,8,9.090790375036548
108,15,41.81666666666667,6,23.29930356612975
108,16,24.07,1,0.0
108,17,34.86666666666667,3,23.77430615882056
108,18,30.2075,4,15.584999999999999
108,19,18.71,5,12.064043683607913
108,20,26.112499999999997,4,8.598152417816282
108,21,24.84,5,17.896172775205315
108,22,31.7575,4,22.96235669525234
108,23,29.4775,4,27.693600193305794
109,5,13.9,1,0.0
109,9,83.36,1,0.0
11,1,12.08,1,0.0
11,2,14.09,1,0.0
11,5,45.05222222222223,18,17.39304376013095
11,6,33.76714285714286,7,19.869046038403315
11,7,24.96,13,18.57039848791619
11,8,28.672857142857143,7,16.42505780231911
11,9,44.94333333333333,3,18.423073395428176
11,10,26.02375,8,14.070467488933794
11,11,34.55428571428571,7,19.484166954344285
11,12,32.77166666666667,6,15.714559385062842
11,13,26.555,8,15.698887130712711
11,14,27.5725,4,10.894069870040918
11,15,50.26666666666667,6,1.4787382008545855
11,17,63.0,1,0.0
11,18,8.325,4,4.509519560514919
11,19,12.57,2,4.850752518939715
11,20,31.21,4,13.896174533542197
11,21,28.175,2,20.89500538406248
11,22,32.35,4,15.388933253044755
111,23,22.09,2,6.165971131946693
112,0,26.14153846153846,117,12.008371764744723
112,1,25.900103092783503,97,11.793699809542147
112,2,26.65855421686747,83,10.80482222204852
112,3,21.41050847457627,59,10.936790083164388
112,4,21.18372881355932,59,11.258325333036893
112,5,19.95384615384615,26,18.20604253030802
112,6,22.391363636363636,22,11.032825608568773
112,7,27.567391304347826,46,13.664920609564494
112,8,25.072903225806453,62,12.546211809839912
112,9,25.858604651162793,43,15.150545264648672
112,10,25.964736842105264,19,16.82037302018037
112,11,23.526818181818182,22,12.8644302471744
112,12,22.67684210526316,19,13.017233471497008
112,13,29.32277777777778,18,22.40195784656951
112,14,23.041875,16,12.74738259081709
112,15,24.857407407407408,27,14.326839952339212
112,16,19.8068,25,14.692140109596014
112,17,22.51764705882353,34,17.665381667187816
112,18,22.914561403508774,57,15.003299645432222
112,19,20.837592592592593,54,12.868633642733304
112,20,24.234516129032258,62,13.318948006187982
112,21,25.83140350877193,57,11.337495383302963
112,22,23.01201834862385,109,12.420967993218126
112,23,24.791970802919707,137,11.943035863891557
113,0,21.570547839506172,1296,10.337583771484452
113,1,20.240053078556265,942,9.621253621600713
113,2,20.276548556430445,762,9.160302847387305
113,3,21.250080213903743,374,10.698762211685102
113,4,22.640885416666666,192,15.783836179846995
113,5,24.0740350877193,114,17.646578686141734
113,6,19.95301282051282,312,11.316803993622058
113,7,20.542310654685494,779,10.713647414699897
113,8,20.55156373193167,1522,10.086279549961542
113,9,21.06545517241379,1450,10.80013565303408
113,10,20.4884496124031,1419,9.73260132874158
113,11,21.01824641460235,1534,10.693615929408452
113,12,20.540944976076556,1672,10.670498676956193
113,13,20.359242590559823,1822,10.435640851196677
113,14,21.125520833333336,2016,11.678194803672303
113,15,20.170080393032602,2239,9.626040720763026
113,16,21.83439888164026,2146,10.164582943815507
113,17,21.90600084997875,2353,9.50901994071905
113,18,21.5883448526737,2749,9.092543471791554
113,19,21.784249404289117,2518,9.159557182291902
113,20,21.83632051282051,2340,9.76988381968788
113,21,21.47441154138193,2634,9.285710173225874
113,22,21.41125569830087,2413,9.174555919755672
113,23,21.21481443823081,1967,9.20131282119039
114,0,21.535978620514125,3929,9.334073831004266
114,1,21.52054742388759,3416,9.464579752454723
114,2,21.33990589198036,2444,9.728189595780036
114,3,21.58320738874895,1191,11.135832426076627
114,4,23.840031746031745,315,14.973392973295894
114,5,24.10493333333333,75,16.61899380417067
114,6,21.187142857142856,147,11.214515300478103
114,7,22.319543973941368,307,13.52098730975576
114,8,21.455838926174497,596,12.530007885645869
114,9,22.021572580645163,496,12.00653550761965
114,10,21.002636054421767,588,9.72830959210222
114,11,21.785933908045976,696,11.745459945970103
114,12,21.09816281628163,909,9.849964983049146
114,13,21.9443438077634,1082,10.958672815790106
114,14,21.758522821576765,1205,10.515639624853362
114,15,21.409164941338855,1449,10.233836834746121
114,16,22.074521497919555,1442,9.733149046823673
114,17,22.129304187192115,1624,9.746179146553004
114,18,21.970368986454925,2141,9.692000483308806
114,19,21.827113216057736,2217,8.865077748436411
114,20,22.61941938014908,2549,9.183527869024353
114,21,22.537609769484085,3644,9.620155297306887
114,22,22.271516610495908,4154,9.639477834762884
114,23,21.673242630385488,4410,9.205179939859681
115,6,47.21,2,3.280975464705581
115,7,21.34,1,0.0
115,8,37.153333333333336,3,36.52441968510018
115,10,47.2,1,0.0
115,15,83.92,1,0.0
116,0,16.845076923076924,65,10.1198372830108
116,1,19.77025,40,15.642758378223682
116,2,17.669545454545457,22,9.502868978954137
116,3,20.664375,16,14.784205972929355
116,4,25.34951219512195,41,14.12654610143957
116,5,27.111944444444443,36,16.961345603534518
116,6,26.612296296296297,135,13.002762045314668
116,7,25.958000000000002,345,15.025784420184541
116,8,25.46848214285714,336,14.422738652091901
116,9,23.6096992481203,133,13.000506222069783
116,10,25.474423076923078,104,13.658748668816955
116,11,23.560574712643678,87,14.312853497722251
116,12,23.935,108,13.311467861791728
116,13,23.449674796747967,123,13.887724083565487
116,14,21.6425,108,15.064612561745953
116,15,26.806774193548385,93,18.636506084732815
116,16,24.938518518518517,81,17.488551048551102
116,17,22.795689655172417,116,13.38304425133846
116,18,22.57308176100629,159,14.616096508695492
116,19,19.94951219512195,123,12.316856559114457
116,20,20.110869565217392,92,11.6447273973513
116,21,20.332448979591835,49,15.367341389373472
116,22,20.718571428571426,119,11.17995833090945
116,23,20.445855855855857,111,9.617790945427265
117,0,19.493333333333332,3,18.030142354771723
117,1,5.37,1,0.0
117,2,3.55,1,0.0
117,3,48.208571428571425,7,7.1386633402699635
117,4,51.26666666666667,3,1.154700538379251
117,5,59.7375,16,17.54485736619138
117,6,55.20153846153846,13,18.926125614325578
117,7,44.16897435897436,39,24.199338050415193
117,8,36.29054054054054,37,15.651289784612702
117,9,48.085,20,18.934734581826344
117,10,45.6985,20,18.162639292036598
117,11,59.02263157894737,19,20.511411956953044
117,12,57.832499999999996,4,18.62666077606683
117,13,55.637499999999996,12,24.309883558675548
117,14,49.117000000000004,10,18.68700799426644
117,15,52.77230769230769,13,19.422419671540307
117,16,34.126,10,20.754910637137314
117,17,46.447500000000005,16,17.314420386872133
117,18,38.791666666666664,6,17.979971542432057
117,19,39.57,3,27.344079798011123
117,20,54.435,4,13.669999999999998
117,21,60.07000000000001,2,20.463670247538687
117,22,64.375,2,34.28760781973569
118,14,49.7,1,0.0
118,15,43.3,1,0.0
118,23,75.28,1,0.0
119,0,21.376666666666665,3,12.386643344075638
119,1,23.056,5,3.1483535379623424
119,2,16.700000000000003,2,1.979898987322335
119,4,35.607,10,14.279687243696124
119,5,40.48428571428571,14,7.688233481491964
119,6,37.7085294117647,34,15.172133373562508
119,7,34.554210526315785,57,18.56899354409391
119,8,35.62189189189189,37,13.943114556781909
119,9,29.973200000000002,25,15.169262704561483
119,10,32.472,10,12.30259304193858
119,11,30.737777777777776,18,18.415734179214173
119,12,35.22888888888889,18,18.290878758321973
119,13,29.035,16,21.14586295236021
119,14,33.07333333333333,18,17.246684932950753
119,15,34.208888888888886,9,12.243940791718616
119,16,31.61,8,20.579888240707238
119,17,25.7575,8,15.382790709100869
119,18,43.41142857142857,7,21.233845960770136
119,19,20.71666666666667,6,6.045827211115669
119,20,20.318571428571428,7,6.378686982369305
119,21,35.957499999999996,4,25.978381236456336
119,22,26.031,10,18.04409995908173
119,23,26.236,10,18.651865679693632
12,0,21.975,2,13.823937572197005
12,1,34.21666666666667,3,22.340788556658723
12,2,43.025000000000006,2,46.13871747242223
12,3,22.26,1,0.0
12,6,90.695,2,1.407142494561231
12,7,21.9375,4,9.655428093392166
12,8,18.46,8,6.100498808645545
12,9,24.067777777777778,9,12.191783890983487
12,10,28.938888888888886,18,14.377177948110468
12,11,30.165813953488374,43,12.09328448680706
12,12,29.278533333333332,75,10.723780431300277
12,13,31.272395833333334,96,11.183041554518507
12,14,29.368846153846157,104,12.655397429263388
12,15,28.649793814432993,97,12.43460820480664
12,16,33.914313725490196,102,14.337427894614681
12,17,31.005961538461538,52,15.856496443082001
12,18,31.303199999999997,25,14.147363040510411
12,19,37.0,14,16.905433810100597
12,20,25.8995,20,13.140957457306406
12,21,38.11833333333333,6,16.07081132571305
12,22,32.19230769230769,13,20.84153031563268
12,23,25.641666666666666,6,13.883181791890022
120,7,22.15,1,0.0
120,8,9.4,1,0.0
120,10,10.67,1,0.0
120,12,20.73,2,5.2750165876516455
120,14,22.0,1,0.0
120,17,48.96,3,8.873263210341502
120,18,61.94,1,0.0
121,0,23.668,5,18.14681845393291
121,1,19.7925,4,12.192118697475568
121,2,10.16,1,0.0
121,3,23.308,5,7.796410712629241
121,4,31.155,4,25.41870767761414
121,5,25.625,10,19.21501452857461
121,6,36.14965517241379,29,20.262363330421014
121,7,36.14967741935484,31,16.608528027065084
121,8,27.566666666666666,15,15.064091488734139
121,9,30.436666666666667,12,10.954438148600554
121,10,30.298333333333332,6,12.309931627213315
121,11,41.99333333333333,12,13.10012445002186
121,12,36.85071428571428,14,10.996839031345264
121,13,27.624444444444446,18,11.266081432764155
121,14,28.696111111111108,18,14.790225364742392
121,15,36.242380952380955,21,15.681722770397998
121,16,34.16272727272727,11,14.937184534515927
121,17,23.998333333333335,6,10.543656702807933
121,18,41.915,2,6.554879861599293
121,19,28.521666666666665,6,14.700278115282945
121,20,28.753333333333334,3,11.964854087423438
121,21,32.28,11,18.16708507163436
121,22,24.108,10,13.787606189779444
121,23,17.734,5,13.422376093672833
122,0,30.525,4,17.20607160278022
122,1,24.576666666666668,3,22.495333590176728
122,2,30.36,2,30.476302269140195
122,3,65.0,1,0.0
122,4,10.873333333333335,3,1.3938914352751197
122,5,28.088,5,16.735327006067134
122,6,41.13,22,17.42287139420617
122,7,35.16863636363637,22,20.960319266801108
122,8,35.648,20,18.395496187926
122,9,41.775999999999996,5,14.572202304387623
122,10,23.11,4,20.261623824363138
122,11,41.958888888888886,9,27.586109024491133
122,12,39.97,2,18.34234990397904
122,13,27.465,6,15.84482092041434
122,14,26.778888888888886,9,14.448345445451915
122,15,26.46,4,17.529206104860158
122,16,29.743333333333336,3,9.159565127959587
122,18,26.509999999999998,4,11.913888254190288
122,19,49.879999999999995,4,24.804590972909295
122,20,3.0,1,0.0
122,21,38.57333333333333,3,27.40566060749737
122,22,31.055,2,32.84510998611513
122,23,31.415,2,21.94152342021857
123,0,12.096,5,6.338748299151813
123,1,23.549999999999997,3,18.25522390988399
123,2,14.532499999999999,4,1.491919904016297
123,3,76.54,1,0.0
123,4,26.314999999999998,2,15.775552288271875
123,5,42.777499999999996,12,12.493383066829633
123,6,39.03285714285715,7,20.053547245882886
123,7,28.01,18,14.280450231821455
123,8,32.44678571428572,28,16.052200969100188
123,9,28.28,12,16.02180502826184
123,10,39.306,20,19.787229108429347
123,11,26.312631578947368,19,11.519998477095417
123,12,33.9464,25,15.104982312689634
123,13,32.76826086956522,23,18.79151274866926
123,14,29.829565217391306,23,24.216512675569287
123,15,23.41466666666667,15,10.94722787262776
123,16,30.875454545454545,11,9.842210487117582
123,17,18.553571428571427,14,7.543018786771145
123,18,30.048000000000002,10,15.422085029809255
123,19,18.628,5,12.08723582958486
123,20,22.901999999999997,5,16.82833978739436
123,21,16.666666666666668,6,7.002035894414328
123,22,13.3775,4,11.365827070653502
123,23,15.933333333333334,9,14.290874710807593
124,0,30.949545454545454,22,15.823007202374864
124,1,23.21857142857143,7,13.788220127547799
124,2,20.44,1,0.0
124,3,41.79,1,0.0
124,4,68.2,1,0.0
124,5,28.024,5,23.805215394950746
124,6,49.63428571428572,7,24.160782863380657
124,7,28.860909090909093,11,22.746620608145488
124,8,29.58,18,16.783335222072836
124,9,32.64666666666667,9,21.96290224446669
124,10,44.73444444444445,9,19.538945155196526
124,11,34.93571428571429,7,11.903709305846442
124,12,34.89666666666667,12,18.627498896833014
124,13,36.63166666666667,12,25.970358569769967
124,14,36.47304347826087,23,19.895678021936554
124,15,27.70875,8,30.584486467815676
124,16,36.61,8,20.493084547859414
124,17,32.3925,4,25.72122000087347
124,18,4.0,2,1.4142135623730951
124,19,27.675,6,15.257017729556456
124,20,31.373,10,34.78526733163529
124,21,22.56153846153846,13,13.992533631758668
124,22,29.415454545454544,22,20.69334554352074
124,23,28.899545454545454,22,19.905776495248503
125,0,21.871111111111112,486,9.872068960811117
125,1,21.713533653846152,416,9.494919694938055
125,2,22.34813725490196,306,11.195029611136096
125,3,21.23780769230769,260,10.064131701874828
125,4,24.913703703703703,135,11.567228266196683
125,5,25.629,60,17.6390164317052
125,6,23.853617021276595,94,16.904903395745627
125,7,22.511129943502823,354,12.08563726831842
125,8,22.45828729281768,543,11.804096426608691
125,9,23.484113785557987,457,13.368245389505764
125,10,22.761633109619687,447,12.87327921434785
125,11,23.480605427974947,479,14.675900428879332
125,12,24.06726480836237,574,14.338968359773965
125,13,23.696160130718955,612,15.086877427132531
125,14,22.813940455341505,571,14.04575415861204
125,15,22.530171673819744,699,13.458163050451907
125,16,23.880719225449514,723,12.721786721083445
125,17,22.918539576365664,897,10.894573476521149
125,18,23.251323372465315,937,11.03987876957053
125,19,22.668537794299873,807,10.06515804864312
125,20,23.01514211886305,774,10.878491432776753
125,21,22.936666666666667,774,10.25064930262884
125,22,23.062606577344702,821,10.74162554248797
125,23,23.110622837370244,578,11.238686772660147
126,0,19.545714285714286,7,5.184431364328066
126,1,34.235,2,18.010009716821365
126,2,15.675999999999998,5,8.806717890338035
126,3,21.72,4,21.1977970553546
126,4,24.934,10,20.87688418642335
126,5,26.520999999999997,10,13.618225900118805
126,6,37.03230769230769,13,15.520358755435904
126,7,31.2092,25,14.007617844111348
126,8,33.01285714285714,21,13.785190293520484
126,9,26.603846153846156,13,17.04571477843309
126,10,27.906,10,13.419567139897703
126,11,33.54,9,17.963262509911722
126,12,27.707272727272724,11,11.421739001491051
126,13,24.035,6,10.998044826240708
126,14,27.758888888888887,9,18.745927187288206
126,15,24.695,10,11.78618423786464
126,16,43.91,1,0.0
126,17,44.06166666666667,12,23.22886794617004
126,18,35.56428571428572,7,17.209362623431524
126,19,35.448750000000004,8,16.907793163001998
126,20,20.45375,8,8.016593393883536
126,21,20.9,1,0.0
126,22,20.03,1,0.0
126,23,38.88857142857143,7,12.841698263302805
127,0,17.785,8,6.938624812289125
127,1,18.40142857142857,7,13.866267736935596
127,2,28.3,3,13.80309023371216
127,3,28.57166666666667,6,16.292252657833004
127,4,26.383333333333336,12,11.098554642453005
127,5,27.933999999999997,5,14.456693259525153
127,6,27.463636363636365,11,19.24406779905292
127,7,29.52,32,15.863275909491241
127,8,30.946296296296296,27,16.930150880364558
127,9,34.61333333333334,6,12.036621895975077
127,10,36.88727272727272,11,14.406368793633662
127,11,38.79571428571428,14,18.49095733856696
127,12,30.922857142857143,14,12.184575008258111
127,13,30.938,10,14.778993199808976
127,14,45.01888888888889,27,22.681864041790227
127,15,37.330714285714286,14,21.368276797549758
127,16,31.40777777777778,9,27.07209577118928
127,17,26.006923076923076,13,9.477043653495345
127,18,25.704666666666665,15,14.928112437692214
127,19,28.098888888888887,9,11.616603897487039
127,20,28.319999999999997,11,19.77145366431108
127,21,23.976,10,14.04689384407338
127,22,22.9956,25,13.461561969796323
127,23,24.816363636363636,11,17.423510709800865
128,8,21.175,2,23.949706678788367
128,9,49.699999999999996,3,10.679087039630307
128,10,14.3,1,0.0
128,11,44.0,1,0.0
128,12,26.715000000000003,2,17.557461376861976
128,13,50.44,2,15.471496372361665
128,14,22.6,1,0.0
128,15,75.94,1,0.0
128,16,21.98,1,0.0
128,17,41.345,2,25.37806237678519
128,18,31.5,1,0.0
128,20,50.0,1,0.0
128,21,56.73,1,0.0
128,22,16.02,1,0.0
128,23,47.81,1,0.0
129,0,20.62425,40,12.095857923696707
129,1,20.47714285714286,35,15.322015988425932
129,2,22.610689655172415,29,12.54581373863537
129,3,21.191666666666666,78,16.3328824105085
129,4,27.28272727272727,110,19.216654612915672
129,5,35.67526315789474,38,23.3487958757576
129,6,34.104558823529416,68,20.94727306969071
129,7,33.2350406504065,123,20.04481562399548
129,8,28.05060975609756,82,17.827961208679337
129,9,40.90826086956522,46,28.036387650048074
129,10,35.25976744186047,43,24.512438775171553
129,11,48.45676470588235,34,27.4676832395639
129,12,35.338421052631574,38,23.681071757876733
129,13,34.43833333333333,36,21.98718126545556
129,14,32.168484848484844,66,24.63436544232306
129,15,29.601111111111113,36,21.30763656234581
129,16,37.47658536585366,41,25.506473845845104
129,17,29.49777777777778,72,21.966331421494488
129,18,26.17514705882353,68,17.700917211469708
129,19,27.388125000000002,48,21.35979466952967
129,20,26.62451612903226,62,16.36022241996982
129,21,27.032333333333334,60,16.077541696591855
129,22,23.984222222222222,45,12.479327358200493
129,23,22.781645569620252,79,14.991353356602339
13,0,26.868214285714288,112,14.309254689027998
13,1,26.356326530612247,49,9.901380310735627
13,2,29.729583333333334,24,17.629382459570078
13,3,62.72833333333333,6,33.52282650175349
13,4,57.0075,24,29.97863880803477
13,5,45.411702127659574,47,32.41588119366057
13,6,36.38835164835165,182,22.363718385598496
13,7,28.62877598152425,433,16.131224426793207
13,8,28.10923583662714,759,15.477795345450627
13,9,30.530731707317074,574,16.936346485397713
13,10,29.470399305555556,576,17.09842835432847
13,11,30.593861111111114,720,16.816392222466995
13,12,30.65241050119332,838,17.51719811459262
13,13,30.566077812828603,951,17.72293124948406
13,14,32.67724770642202,981,18.799708469537492
13,15,29.963735741444864,1052,16.65532005189205
13,16,31.2661551292744,1199,15.210055065793224
13,17,30.19335347432024,1655,14.81025195367074
13,18,28.144926199261995,1626,11.875455298572605
13,19,28.020084097859325,1308,12.286153124571598
13,20,27.238903467666354,1067,13.297590692109438
13,21,26.28008130081301,861,11.662167709780926
13,22,26.09897826086957,460,12.944632994204447
13,23,26.44075471698113,212,14.455328389870024
130,0,26.356028368794323,141,19.104404685809747
130,1,25.509818181818183,55,23.599629586775222
130,2,21.803428571428572,35,17.760108131437043
130,3,27.505555555555556,27,13.942427592764727
130,4,25.369000000000003,30,17.240717112455737
130,5,48.8724,25,27.373454641312627
130,6,41.2728,50,22.216161982315704
130,7,35.198,80,23.501779862573407
130,8,35.31317073170732,41,22.54453652650952
130,9,41.35444444444445,36,26.311823354795617
130,10,44.038,30,26.148467931647808
130,11,36.4525,28,26.737231584024883
130,12,26.779285714285713,42,14.669172652423864
130,13,29.232307692307693,65,18.876187443545007
130,14,30.750329670329673,91,19.283892844118462
130,15,28.783478260869565,115,18.185063325335246
130,16,36.9078125,64,24.26669312326855
130,17,28.400285714285715,70,14.954158063744181
130,18,30.43307692307692,52,21.697950887119486
130,19,36.61702127659574,47,27.580251434589744
130,20,32.803000000000004,60,23.451191599951315
130,21,34.38175,80,29.03419606606203
130,22,27.748545454545457,110,20.824218515084063
130,23,26.78238095238095,189,20.073239944117233
131,0,18.94,9,12.336810771021822
131,1,30.5775,4,19.754866699963664
131,2,20.150000000000002,6,10.844156029862352
131,3,39.626,5,18.263449290865072
131,4,27.38375,8,21.034221733369918
131,5,28.76923076923077,13,15.999997115384355
131,6,36.01923076923077,26,19.645114593318496
131,7,43.25875,32,17.71145897525831
131,8,41.176,20,21.52423295289582
131,9,32.598571428571425,14,14.256316201892817
131,10,35.064,15,17.41092875179265
131,11,38.26625,8,14.465295352769578
131,12,37.521,10,15.584957455472534
131,13,32.783076923076926,13,13.422426124845057
131,14,29.02,7,22.10308500338056
131,15,27.943333333333335,9,18.746583688768467
131,16,27.282857142857143,7,21.779489368276227
131,17,34.04333333333333,9,17.56806050763715
131,18,28.12,7,7.540820026142161
131,19,35.32333333333333,3,25.596219121841674
131,20,26.802999999999997,10,16.176573631163198
131,21,25.25125,8,13.381099076682752
131,22,21.62625,8,18.058231947547593
131,23,23.174,10,14.766839878592847
132,0,71.39278675496689,3775,25.87513837090837
132,1,67.1934318455971,1658,25.863941135095978
132,2,63.220409165302776,611,26.519307949013392
132,3,60.043356321839084,435,25.326844617804273
132,4,57.63005917159763,507,24.4425392117722
132,5,63.962652146060215,1561,26.20354525852292
132,6,68.7085488126649,2653,25.97300420878012
132,7,75.81269352791878,3152,24.544515819577743
132,8,73.88955536912752,2384,25.68227327733773
132,9,70.50324664065886,2307,26.162858633793714
132,10,70.46320991966468,2863,26.63867674664626
132,11,75.38405053598774,2612,25.27677022714317
132,12,77.33692564491653,3295,24.55081850571961
132,13,78.68057717419691,3829,23.354470263786787
132,14,79.42359977641141,5367,23.208199651353528
132,15,78.82945329630172,6841,23.962290671052166
132,16,78.33890542486797,6249,23.134845738453677
132,17,76.38967110125647,5412,23.956346387790695
132,18,74.45183689786128,5003,24.810503589577436
132,19,74.79261002548853,5885,24.728052657336303
132,20,75.74461626904284,6958,24.864762497298585
132,21,75.51782169771079,7033,24.555223296862145
